berita,label
"Beredar postingan di media sosial Facebook, klaim seorang mahasiswa Universitas Pelita Bangsa yang ikut demonstrasi meninggal dunia. Dalam postingannya terdapat narasi ""HATIKU HANCUR KETIKA LIHAT INFO DI GRUP KELAS KAMUS RAME KARENA ADA MAHASISWA PELITA BANGSA YANG IKUT DEMO DAN MENINGGAL SETELAH MENDAPAT BEBERAPA SERANGAN DARI OKNUM POLISI DI LOKASI DEMONSTRASI"" ""SELAMAT JALAN KAWAN. PERJUANGANMU TIDAK AKAN SIA SIA SEMOGA ENGKAU TENANG DISANA"".",1
Telah beredar pesan berantai di WhatsApp yang berisi narasi bahwa Polri yang melakukan penculikan terhadap 15 orang rakyat dan mahasiswa dengan senyap seperti gaya PKI. Hal tersebut diduga dilakukan saat Polri melakukan pengamanan aksi unjuk rasa UU Cipta Kerja di berbagai wilayah di Indonesia.,1
"Beredar sebuah postingan di media sosial Facebook video yang berisi para pengunjuk rasa yang menabrakan mobil pikap ke arah kerumunan Polisi yang berusaha menghalangi jalan. Dalam postingan tersebut disertai narasi ""Mahasiswa nekat tabrak kerumunan polisi pakai pick Up. klo udah gini gak tau siapa yg benar atau salah. Ramaikan dan bagaikan di ser #tolakomnibuslaw #mositidakpercaya"".",1
"Beredar di media sosial Facebook, sebuah video TikTok berisi cuplikan beberapa peristiwa unjuk rasa menolak UU Omnibus Law Cipta Kerja. Dalam video tersebut juga terdapat narasi berisi ""Heran ya, pada demo seramai ini tapi semua stasiun TV ga ada yang meliput....kenapa"".",1
Beredar informasi di media sosial Twitter yang menyebutkan bahwa di dalam Undang-undang Cipta Kerja disebutkan bahwa upah buruh dihitung per jam.,1
Beredar sebuah narasi yang menyebutkan nasib pesantren bakal terancam dengan keberadaan Undang-Undang Cipta Kerja (Ciptaker) Omnibus Law. Pesantren yang tidak memiliki izin terancam sanksi pidana.,1
Beredar unggahan di media sosial Twitter disertai klaim bahwa salah satu poin UU Cipta Kerja terkait penghapusan status karyawan tetap dan diganti menjadi karyawan kontrak yang bisa diputus sepihak.,1
Beredar kabar di sosial media Facebook yang menyebutkan bahwa Majelis Ulama Indonesia (MUI) sudah melarang penggunaan vaksin Covid-19 dari Tiongkok.,1
"Beredar sebuah video di media sosial Facebook yang menampilkan aksi massa di halaman sebuah gedung. Video yang beredar pada 7 Oktober 2020 itu diklaim sebagai video demonstrasi mahasiswa Universitas Trisakti. Unggahan video tersebut disertai dengan narasi ""AKHIRNYA...Trisakti bergerak! Semangat adik-adik ku !!! Spertinya Sudah Mulai Gemetar Para Jongos-Jongos Berdasi... LAWAAAAN !!!!"".",1
Beredar di media sosial sebuah video yang menunjukan kepanikan pengunjung Plaza Medan Fair. Dalam video itu disebutkan tentang adanya penjarahan di Plaza Medan Fair saat Demo Omnibus Law.,1
Beredar sejumlah narasi di media sosial yang mengklaim bahwa Rancangan Undang-undang Cipta Kerja disusun secara diam-diam oleh Dewan Perwakilan Rakyat (DPR) Republik Indonesia.,1
Beredar postingan yang berisi video TNI memberikan tameng kepada mahasiswa dalam aksi demo penolakan UU Cipta Kerja.,1
Telah beredar di media sosial  Facebook terkait akun BLT Banpres UMKM yang mengatasnamakan Kementerian Koperasi dan UKM.,1
Telah beredar informasi di media sosial dan pesan berantai yang berisi langkah untuk mendaftar Kartu Prakerja melalui situs prakerja.vip.,1
Beredar di WhatsApp sebuah pesan terkait pembagian 5000 voucher gratis dari Indomaret senilai Rp800.000 dalam rangka memperingati ulang tahunnya yang ke-32. Pada pesan disebutkan untuk mendapatkan voucher tersebut masyarakat diminta mengisi formulir melalui sebuah tautan link.,1
"Telah beredar di media sosial Twitter sebuah unggahan video yang meresahkan masyarakat, berisi seorang perawat yang tidak sadarkan diri usai disuntik vaksin Covid-19.",1
Beredar di media sosial Twitter informasi yang menyebutkan bahwa penerima vaksin Covid-19 gratis hanya peserta BPJS Kesehatan  yang aktif.,1
Beredar sebuah surat yang mengatasnamakan Kemenpan-RB yang berisi informasi terkait pengisian kekosongan pada formasi CPNS 2019 di lingkungan Pemerintah Pusat dan Daerah.,1
"Beredar sebuah narasi di media sosial WhatsApp bahwa Presiden Joko Widodo (Jokowi) akan disuntik vaksin selain Sinovac. Disebutkan pula bahwa warga Negara Tiongkok tempat Vaksin Sinovac dibuat, enggan disuntik Vaksin Sinovac dan mereka hanya mau disuntik Vaksin buatan Jerman.",1
Beredar di media sosial informasi pendaftaran vaksin Covid-19 Sinovac beserta link pendataan pasien vaksinasi. Formulir pendataan pasien itu mencantumkan lambang salah satu rumah sakit.,1
"Beredar postingan di media sosial Facebook dengan klaim bahwa 1,2 juta vaksin Covid-19 dari Eropa telah tiba di Indonesia. Berikut merupakan  narasi pada klaim tersebut  ""Alhamdulillah. 1,2 juta vaksin Covid-19 dari Eropa sudah tiba di Indonesia. Semoga ujian covid ini bisa secepatnya hilang dari bumi pertiwi dan selalu bnyak berdo'a. Amiin,"".",1
"Beredar sebuah pesan berantai di media sosial WhatsApp yang berisi informasi China mengimpor vaksin karena tidak mau menggunakan vaksin buatan sendiri. Dalam pesan yang beredar menyatakan bahwa ""Cina impor vaksin 7,2 juta dosis dari Jerman, Indonesia impor vaksin dari china. HEBATNYA PEMERINTAH INDONESIA, SAKING HEBATNYA SAMPAI DI BODOHI CHINA, HEBATNYA PEMERINTAH INDONESIA ADALAH IMPORT VAKSIN DARI CHINA, SEDANGKAN CHINA IMPORT VAKSIN DARI JERMAN. PINTARNYA CHINA ADALAH CHINA SENDIRI TAK MAU MEMAKAI VAKSIN BUATANNYA MEREKA SENDIRI"".",1
Beredar sebuah foto yang diklaim memperlihatkan sejumlah orang mengalami kelumpuhan pada bagian wajah setelah di vaksin Virus Corona tipe baru (Covid-19). Foto itu beredar di platform media sosial Facebook.,1
Telah beredar unggahan di media sosial yang memuat gambar sebuah alat yang diklaim sebagai vaksin Covid-19 yang diklaim buatan Pfizer yang berbentuk vape atau rokok elektrik. Dalam unggahan tersebut terdapat vape yang masih dibungkus dengan logo dan kemasan mirip Pfizer. Terdapat juga tulisan Coronavirus Vaccine Covid-19 dan Vaporizer Cartridge.,1
"Telah beredar sebuah pesan berantai WhatsApp berisi petunjuk dari DR.dr. Erlina Burhan, MSc, Sp.P (K) tentang bukti ilmiah terkait penularan Covid-19.",1
Beredar di sosial media Facebook sebuah unggahan narasi dengan klaim bahwa vaksin Pfizer dipersiapkan untuk Presiden Joko Widodo beserta jajarannya sedangkan vaksin Sinovac dipersiapkan untuk masyarakat sebagai kelinci percobaan.,1
"Beredar sebuah artikel berita di blog yang berjudul ""Belajar Tatap Muka Resmi Januari 2021, Anak Wajib Swab Test Sebelum Sekolah"" yang diunggah pada tanggal 14 Desember 2020. Dalam artikel tersebut terdapat informasi bahwa Menteri Pendidikan dan Kebudayaan Nadiem Makarim merencanakan mulai Januari 2021, rencananya sekolah sudah bisa melakukan pembelajaran tatap muka dan anak wajib swab test sebelum sekolah.",1
"Beredar informasi di media sosial WhatsApp dengan narasi sebagai berikut """,1
Telah beredar narasi di media sosial yang menyebutkan bahwa Covid-19 adalah tipuan terbesar yang menimpa publik yang tidak menaruh curiga. Narasi itu diutarakan ahli patologi Dr. Roger Hodkinson yang memuat sejumlah klaim. Hodkinson mengaku dirinya mantan pimpinan Royal College of Physicians and Surgeons of Canada. Ia menyebut bahwa Covid-19 tidak lebih dari musim flu yang buruk. Memakai masker dan menjaga jarak sosial disebutnya tidak berguna. Ia juga mengklaim bahwa hasil tes positif Covid-19 tidak berarti infeksi klinis.,1
"Beredar sebuah pesan berantai pada platform WhatsApp Vaksin Sinovac hanya untuk kelinci percobaan, tidak untuk disebarluaskan karena mengandung bahan-bahan berbahaya seperti boraks, formalin dan merkuri. Vaksin Sinovac juga disebut tidak halal karena berasal dari jaringan kera hijau Afrika.",1
Telah beredar sebuah informasi di media sosial yang mengatakan bahwa kewenangan sertifikasi produk halal diberikan kepada PT Surveyor Indonesia bukan lagi di tangan Majelis Ulama Indonesia (MUI).,1
"Beredar di media sosial informasi mengenai kandungan zat BPA pada galon isi ulang diklaim berbahaya bagi bayi, balita dan ibu hamil.",1
Telah beredar informasi di media sosial terkait WHO yang menyebut vaksin Covid-19 buatan Sinovac punya respon imun paling rendah dibanding 10 vaksin lainnya.,1
"Telah beredar sebuah surat edaran yang mengatasnamakan Bupati Temanggung tentang dana kompensasi zona merah Covid-19. Surat edaran bertandatangan Bupati Temanggung, H. Muhammad Al Khadziq tertanggal 31 Desember 2020 tersebut ditujukan kepada seluruh kepala badan/dinas/kantor, kepala instansi vertikal, camat dan kepala desa se-Kabupaten Temanggung, pimpinan BUMD atau BUMN, pimpinan perbankan dan pimpinan pondok pesantren se-Kabupaten Temanggung.",1
"Beredar di media sosial Facebook, sebuah postingan yang menyertakan tautan untuk pendaftaran bantuan UMKM oleh pemerintah. Tautan yang dibagikan oleh akun Facebook bernama Fatan Fatan ini telah mendapat banyak respon dari masyarakat yang menyatakan akan mendaftar. Ketika masuk ke tautan tersebut, maka calon peserta akan diarahkan untuk mengisi beberapa data pribadi seperti, NIK KTP, nomor rekening, nomor atm, dan tanggal lahir.",1
"Beredar sebuah pesan berantai link pendaftaran program pengajuan Bantuan Presiden Produktif Usaha Mikro (PUM) Tahap II. Dalam link tersebut, peserta diminta memasukan data identitas pribadi, nomor ponsel, KTP dan nomor rekening. Link tersebut mencatut nama Kementerian Koperasi dan UKM dan salah satu bank BUMN.",1
"Beredar sebuah unggahan di sosial media Facebook yang mengutip sebuah artikel dengan judul ""Awas! Virus Corona Bisa Menyebar Lewat Asap Rokok"".",1
"Beredar sebuah pesan berantai pada aplikasi WhatsApp, pesan tersebut berisi narasi bahwa Kementerian Pendidikan dan Kebudayaan (Kemendikbud) kembali memberikan subsidi pulsa Rp200.000,00 dan kuota internet 75 GB untuk para guru, dosen, siswa dan mahasiswa. Pesan tersebut pula menyertakan sebuah tautan yang diklaim sebagai cara untuk mendapatkan subsidi tersebut.",1
Beredar informasi di media sosial Facebook yang menyebutkan buah nanas bisa menjadi salah satu solusi untuk pengobatan Covid-19. Dalam unggahan tersebut ekstrak buah disebutkan mampu menurunkan protein akibat Virus Corona.,1
"Beredar klaim di media sosial Facebook bahwa kata AstraZeneca, nama perusahan yang memproduksi vaksin Covid-19 di Inggris, berasal dari Bahasa Latin. Kata tersebut jika diterjemahkan ke dalam Bahasa Inggris berarti weapon that kills (senjata yang membunuh).",1
Beredar informasi di media sosial Facebook yang menyebutkan bahwa vaksin Covid-19 berbahaya bagi ibu yang menyusui. Dalam narasinya juga disebutkan vaksin Covid-19 dapat membahayakan bayi dari ibu yang menyusui.,1
Telah beredar di media sosial sebuah unggahan yang mengatakan bahwa akan dibuka pendaftaran Kartu Prakerja gelombang 17 pada pertengahan tahun.,1
"Beredar informasi melalui Broadcast WhatsApp yang mengabarkan adanya 10 dokter meninggal karena Covid-19 dalam waktu 24 jam, dimana mereka disebutkan meninggal meski sudah disuntik vaksin Covid-19.",1
"Beredar unggahan di media sosial Facebook yang berisi data terkait kematian akibat vaksin Covid-19 yang diklaim bersumber dari Badan Kesehatan Dunia (WHO). Pengunggah menuliskan, 377 orang dari setiap 100.000 orang meninggal karena vaksin Covid-19. Dalam postingan itu tertulis, menurut studi WHO yang bocor, jika mereka menghentikan vaksinasi, minimal 377 orang dari setiap 100 ribu orang yang seharusnya disuntik akan hidup.",1
Beredar informasi melalui,1
"Beredar di media sosial facebook, unggahan video berdurasi 60 detik yang memperlihatkan cara  melegakan hidung tersumbat dengan memasukkan bawang putih yang sudah dikupas ke dalam hidung.",1
"Beredar unggahan di media sosial berupa foto perbandingan penampakan CT Scan paru-paru yang diklaim milik pasien penerima vaksin corona dan pasien positif corona. Dalam unggahan tersebut diklaim bahwa gambar CT Scan yang terdapat bercak pada paru-paru merupakan milik pasien positif corona. Sedangkan, pasien yang telah diberikan vaksin, penampakan CT Scan paru-parunya tampak tak ada bercak.",1
"Beredar sebuah narasi yang menyebutkan makanan tradisional akan dikenakan pajak 12 persen. Dengan narasi sebagai berikut, ""Angkringan Jogja, HIK solo, nasi Jamblang Cirebon, rendang Padang, empek empek Palembang, bipang Ambawang, Sego megono Pekalongan dan telor asin brebes semua akan dikenakan”.",1
"Beredar di media sosial sebuah informasi terkait nilai Cycle Threshold (CT Value) untuk menentukan kesembuhan pasien Covid-19. Dalam pesan tersebut, nilai CT dikelompokan dalam beberapa kategori untuk menentukan kesembuhan pasien Covid-19.",1
"Beredar pesan berantai melalui media sosial WhatsApp sebuah informasi yang menyebutkan Kementerian Pendidikan, Kebudayaan Riset dan Teknologi (Kemendikbud Ristek) memiliki program kuota belajar 75 GB dan subsidi pulsa senilai Rp250 ribu yang akan berakhir pada 14 Agustus 2021.",1
Beredar luas cuplikan video dari presenter Aiman Witjaksono yang diklaim sebagai sebuah pernyataan bahwa dirinya sembuh dari Covid-19 tanpa minum obat. Cuplikan video tersebut juga disertai narasi “STUPID 19 HOAX VAX & DRUG GENOCIDE”.,1
"Beredar di berbagai sosial media sebuah video yang memperlihatkan seorang satpam yang sedang menguji coba air keran dengan alat swab antigen . Setelah air keran diteteskan ke dalam alat swab antigen, hasil yang keluar adalah positif. Video itu juga memuat klaim bahwa selama ini banyak yang telah dibohongi dengan penggunaan alat swab antigen palsu. Terdapat pula imbauan terutama  untuk karyawan agar  tidak test swab antigen karena hasilnya akan tetap positif.",1
"Beredar sebuah pesan berantai pada platform WhatsApp yang menyebutkan bahwa setiap orang yang telah di vaksinasi Covid-19 akan meninggal dunia 2 Tahun kemudian. Selanjutnya, orang yang telah divaksin akan mengalami kerusakan genetik dan tidak bisa diselamatkan. Disebutkan pula bahwa Mahkamah Agung Amerika Serikat telah membatalkan vaksinasi Covid-19 secara massal disebabkan alasan tersebut.",1
"Beredar postingan narasi di Twitter yang mengklaim bahwa orang yang pernah terinfeksi Covid-19 akan memiliki imunitas tubuh lebih baik ketimbang orang yang sudah vaksin 2 dosis. Dalam postingan tersebut melampirkan bukti klaimnya dengan menunjukkan sebuah laporan berbentuk artikel, yang diterbitkan resmi oleh badan statistik nasional Inggris.",1
"Beredar sebuah pesan berantai di Whatsapp berisi informasi bantuan sebesar Rp 1 juta dari pemerintah. Dalam informasi tersebut, bantuan diberikan kepada pemegang kartu vaksinasi dengan isi lengkap pesan sebagai berikut, ""Informasi : Bagi yang sudah memiliki KARTU VAKSINASI sudah bisa mengambil kompensasi PPKM Per Tgl 1 AGUSTUS 2021 sebesar Rp. 1.000.000 untuk biaya #PPKM. Silakan cek apakah nama anda tercantum dan cocokkan dengan NIK E-KTP anda melalui link berikut ini:",1
Beredar di media sosial sebuah foto undangan  pengambilan bantuan sosial tunai (BST) di PT Pos Indonesia yang menyebutkan salah satu syaratnya harus menunjukkan bukti sudah vaksin Covid-19.,1
Telah beredar sebuah informasi yang berisi permintaan pengisian data bagi penerima Bantuan Subsidi Upah (BSU) mengatasnamakan Kementerian Ketenagakerjaan (Kemnaker). Informasi tersebut ramai beredar melalui pesan berantai WhatsApp.,1
Beredar sebuah gambar tangkapan layar dari sebuah headline artikel yang menyebut bahwa data penelitian Pfizer selama enam bulan menunjukkan bahwa vaksin lebih banyak menyebabkan penyakit daripada manfaatnya.,1
Beredar di media sosial YouTube sebuah video yang memperlihatkan mantan Menteri Kesehatan Siti Fadillah Supari mengatakan bahwa virus Covid-19 varian Omicron tidak mematikan.,1
Beredar sebuah narasi di media sosial Facebook yang mengklaim Inggris menjadi negara pertama di dunia yang mengumumkan Covid-19 sebagai endemi. Salah satu akun Facebook juga menyebut Inggris sudah mencabut status pandemi Covid-19 menjadi endemi.,1
"Beredar di media sosial WhatsApp sebuah informasi yang menyebut seorang guru ngaji warga Desa Lok Panginangan, Kecamatan Lampihong, Kabupaten Balangan mengalami lumpuh akibat vaksinasi Covid-19 dosis kedua.",1
"Beredar sebuah unggahan di media sosial Facebook yang menampilkan gambar Menteri Luar Negeri AS, Dr. Henry Kissinger dengan sebuah kutipan narasi di bawahnya. Dari narasi tersebut dapat disimpulkan bahwa seolah-olah Henry Kissinger menyatakan vaksin adalah cara yang paling menguntungkan untuk pengendalian sosial dan populasi.",1
"Beredar sebuah informasi pada pesan berantai WhatsApp yang menyebutkan, Paracetamol 500 mg bisa dijadikan sebagai obat Covid-19 varian Omicron.",1
Beredar pesan berantai di media sosial WhatsApp sebuah informasi yang menyebutkan klaim ramuan campuran daun pepaya dan jahe adalah obat Covid-19 varian Omicron.,1
"Beredar di media sosial Facebook, unggahan gambar dengan klaim bahwa sebagian besar penduduk di dunia belum divaksin. Postingan tersebut diunggah pada tanggal 4 Februari 2022 dan disukai sebanyak 1,5 ribu akun serta dibagikan sebanyak 212 kali.",1
"Telah beredar di media sosial Facebook sebuah unggahan yang memperlihatkan sebuah kotak yang diklaim sebagai kotak saweran untuk Ibu Kota Negara Baru (IKN). Unggahan tersebut bertuliskan ""ORAAAAAAAAAA ????Ngopi dl bestie biar kuat ngadepin kedunguan mahluk sekolam.. ??Ibu Kota New Minta Saweran..????????"".",1
Beredar sebuah klaim di media sosial yang menyebut bahwa orang berusia 25 hingga 44 tahun di Amerika Serikat mengalami  84% peningkatan kematian akibat peluncuran vaksin Covid-19.,1
"Beredar sebuah narasi di media sosial Facebook tentang cara mengecek minyak goreng bekas. Disebutkan bahwa caranya adalah dengan memasukkannya ke dalam kulkas selama dua jam. Jika muncul busa, maka itu adalah minyak bekas. Cara lainnya yakni dengan menumis bawang putih dengan minyak tersebut. Jika bawang putih berubah merah, maka minyak yang dipakai merupakan minyak bekas.",1
"Beredar di media sosial Facebook, unggahan video berdurasi 5 menit 4 detik dengan narasi bahwa aksi unjuk rasa mahasiswa ricuh di area gedung DPR RI, Jakarta. Video tersebut diunggah pada 11 April 2022.",1
"Beredar sebuah informasi cara mengatasi varian baru Corona BA.2 dan XE yang diunggah oleh salah satu pengguna Facebook pada 4 April 2022. Informasi tersebut menyatakan bahwa varian baru Corona BA.2 dan XE akan segera menyebar serta menular dengan cepat khususnya pada negara dengan cuaca dingin, disebutkan pula oleh unggahan tersebut mengenai cara mengatasi varian baru Corona BA.2 dan XE yaitu dengan berjemur sinar matahari, konsumsi ramuan herbal, serta menggunakan Ivermectin.",1
Beredar nomor whatsapp yang mengatasnamakan Wakil Bupati Heri Ibnu Wibowo yang menghubungi pengurus Panti Asuhan dan Takmir Masjid tentang bantuan/donasi dari Pemkab Temanggung.,1
"Beredar sebuah hasil tangkapan layar pada aplikasi TikTok yang diklaim berasal dari artikel liputan6.com dengan judul “Hari Raya Idul Fitri 1443 H Resmi Diundur Menag: Ada Kecurangan"". Artikel tersebut terdapat foto dari Menteri Agama (Menag) Yaqut Cholil Qoumas yang diunggah pada tanggal 21 April 2022.",1
"Beredar sebuah informasi di media sosial Twitter dengan narasi: ""Informasi terkini dari Jogjakarta, mahasiswa jogja turun memenuhi jalan-jalan yang menuju gedung DPRD Jogjakarta.""",1
Beredar di media sosial Facebook sebuah foto dengan narasi bahwa botol minuman yang dipegang Presiden Joko Widodo (Jokowi) dan CEO Tesla serta SpaceX Elon Musk merupakan alat penerjemah canggih.,1
"Beredar pesan berantai Telegram berisi pemberitahuan terkait bantuan voucer pulsa senilai Rp1.200.000 untuk masyarakat terdampak Covid-19 yang mengatasnamakan Badan Siber dan Sandi Negara (BSSN). Pada saat pesan tersebut ditanggapi maka pengirim pesan akan menanyakan nomor telepon yang terhubung dengan akun WhatsApp dan Telegram. Setelah mendapatkan nomor telepon tersebut, pengirim pesan akan meminta korban untuk mengakses suatu tautan yang akan meminta 5 digit angka.",1
Beredar sebuah unggahan gambar hasil tangkapan layar artikel berita,1
"Beredar sebuah video  yang memperlihatkan seorang pria mengklaim vaksin Covid-19 pada ibu menyebabkan hepatitis akut pada anak. Pria tersebut mengklaim Kementerian Kesehatan Republik Indonesia (Kemenkes RI) tidak memperhitungkan variabel yang mungkin terjadi pada anak usia 2 tahun yang meninggal diduga karena terjangkit hepatitis akut, hal ini disebabkan karena meminum ASI dari ibu yang telah divaksinasi Covid-19.",1
"Beredar di media sosial, sebuah video yang memperlihatkan adanya kemacetan kendaraan yang cukup panjang di sebuah jalan tol dan disebut sebagai arus mudik Lebaran pada Sabtu, 23 April 2022.",1
"Beredar sebuah unggahan gambar tangkapan layar dengan narasi yang mengklaim bahwa Presiden Amerika Serikat (AS) Joe Biden menjemput Perdana Menteri (PM) Singapura Lee Hsien Loong, sementara Presiden Jokowi dihina karena hanya dijemput Duta Besar (Dubes) Amerika Serikat.",1
Beredar link form pendataan tenaga pendukung non ASN di lingkungan Pemkab Temanggung melalui google form.,1
"Telah beredar di media sosial Twitter sebuah unggahan yang memperlihatkan  foto yang diklaim sebagai foto Kota Semarang, Jawa Tengah. Akun tersebut juga menyuarakan rasa kasihannya terhadap warga Jawa Tengah yang bertuliskan ""Kasian benar warga Jawa Tengah"".",1
Beredar sejumlah unggahan di media sosial Facebook dan Twitter berisi klaim yang mengaitkan kasus cacar monyet dengan Vaksin AstraZeneca. Vaksin AstraZeneca disebut mengandung vektor adenovirus simpanse yang menyebabkan munculnya cacar monyet.,1
"Beredar di media sosial mengenai kabar bahwa kantor FPI Petamburan diserang secara membabi buta menggunakan gas air mata, peluru karet, serta peluru asli. Banyak dari mereka yang mengalami muntah-muntah dan terluka. Kejadian tersebut disinyalir terjadi pukul 21.00 tanggal 22 Mei 2019.",1
Beredar nomor whatsapp yang mengatasnamakan Bupati Temanggung HM. Al Khadziq yang menyampaikan dan menawarkan bantuan kepada yayasan pendidikan dan lembaga keagamaan.,1
Telah beredar sebuah akun WhatsApp mengatasnamakan Bupati Temanggung HM. Al Khadziq. Akun WhatsApp tersebut juga menggunakan foto profil Bupati Temanggung dan menawarkan bantuan kepada yayasan pendidikan dan lembaga keagamaan.,1
"Pasca pengumuman hasil Pilpres 2019, beredar gambar di sejumlah platform media sosial dengan narasi yang menyebutkan bahwa penetapan hasil pemilu dan pilpres 2019 pada 21 Mei 2019 dini hari adalah tidak sah. Salah satu alasan tidak sahnya keputusan tersebut karena dilakukan sebelum waktu penetapan yang sebenarnya yaitu tgl 22 Mei 2019.",1
"Telah beredar di media sosial platform Facebook, tentang biaya perawatan aksi demo 22 mei 2019, seperti dalam postingan tersebut narasinya menyatakan bahwa ""Demo ke pemerintah,ke KPU,ke Bawaslu,ada kerusuhan dan ada korban di sana-sini, Pertanyaannya,siapa yg bertanggungjawab kl ada korban dari pendemo?Kalau pemerintah suruh nanggung semua,bisa bangkrut negara. Pada akhirnya,mereka yg dirawat di rumah sakit karena luka2,menanggung sendiri biaya rumah sakitnya.",1
"Telah beredar sebuah postingan di media sosial yang menyajikan video yang berisi mengenai adanya beberapa selongsong peluru senjata api yang disebut-sebut digunakan oleh aparat polisi untuk menembak para demonstran aksi di depan Kantor Bawaslu dan disebutkan juga bahwa korban yang ditembak adalah Ustadz Mancung dari Sawangan, namun peluru tersebut tidak mempan terhadapnya.",1
"Telah beredar di media sosial facebook sebuah postingan yang bertuliskan ""Tanggal 22 mei pendukung 02 Kepung KPU, Wiranto: Biarkan Saja, Untuk Bahan Berburu Menembak TNI-POLRI"" dan dipadukan dengan sebuah foto korban aksi unjuk rasa 22 mei 2019.",1
Sedulur agar berhati-hati terhadap modus penipuan melalui chat whatsapp yang mengatasnamakan Wakil Bupati Temanggung R. Heri Ibnu Wibowo yang kembali beredar.,1
"Setelah dilakukan klarifikasi, nomor tersebut dipastikan bukanlah nomor Bapak Wakil Bupati.",1
